#tor_pair_id,src,dst,pdf_num_bytes
12244,95,84,0.000395374795600894
11460,89,68,0.00039501290688535
11499,89,107,0.000390106090562127
12259,95,99,0.000387415945397536
11474,89,82,0.000385414731731237
6423,50,23,0.000384808882333387
660,5,20,0.000384600433180346
1771,13,107,0.000379788523083075
6522,50,122,0.000379630463498022
2301,17,125,0.000378221121703721
6570,51,42,0.000378212429796889
694,5,54,0.000373509011924088
15117,118,13,0.000373430549846196
6516,50,116,0.000371327891447454
6426,50,26,0.000370742558081947
6477,50,77,0.00037071468133571
6418,50,18,0.000370214700929186
11489,89,97,0.000369925166465111
12198,95,38,0.000368571030025015
11514,89,122,0.000368177779969955
12254,95,94,0.000367782141598152
703,5,63,0.000364565470473739
691,5,51,0.000364166112592256
6962,54,50,0.000363505331909336
6521,50,121,0.000362532464787856
12276,95,116,0.000360803949910236
6442,50,42,0.000358322802036955
12235,95,75,0.000357828851151387
715,5,75,0.000356930765750852
11393,89,1,0.00034912347577879
6499,50,99,0.000348865537570632
6443,50,43,0.000347902497785256
12160,95,0,0.000346183457869138
6475,50,75,0.000344514924979208
6518,50,118,0.000343493586773682
12270,95,110,0.000342801640514912
739,5,99,0.000342086868212524
6419,50,19,0.000341381101038836
6452,50,52,0.000341007349045048
6515,50,115,0.000340606934039761
11509,89,117,0.000340254911813054
6591,51,63,0.000339978650125628
658,5,18,0.000338697337769803
10195,79,83,0.00033841559469969
6460,50,60,0.000336496523468229
12202,95,42,0.000336277620535349
6456,50,56,0.000334819063755066
11449,89,57,0.000332156482114844
12226,95,66,0.000328665506939679
11409,89,17,0.000327965534370546
6453,50,53,0.000326669892114268
12282,95,122,0.000326653056438872
734,5,94,0.000325443511043513
9002,70,42,0.000324111965730635
6461,50,61,0.000321490337849632
12168,95,8,0.000320154094208736
6410,50,10,0.000320111065354643
6403,50,3,0.000319688568207674
11491,89,99,0.000319564179973412
6510,50,110,0.0003194175138338
711,5,71,0.000314711081200521
11400,89,8,0.000314645617830145
15508,121,20,0.000312975323067208
11502,89,110,0.000312003160694931
6431,50,31,0.000311355182955858
6507,50,107,0.00031097681093952
11485,89,93,0.000310863659539766
11424,89,32,0.000309295357647541
12252,95,92,0.000308128527884408
6527,50,127,0.000307612416551691
11510,89,118,0.000305948973517114
11430,89,38,0.000304288192868412
12216,95,56,0.000303948934432819
10290,80,50,0.000303336468223011
6465,50,65,0.000301122890130324
3039,23,95,0.000300771650958286
6485,50,85,0.000297364227716364
12234,95,74,0.000297026574542844
12285,95,125,0.000296797256982859
6497,50,97,0.000296152059087863
674,5,34,0.000295687942585206
16059,125,59,0.000295590687195244
12223,95,63,0.000295444373430234
714,5,74,0.000295371980026032
720,5,80,0.000295294692530145
1887,14,95,0.000294927635653782
681,5,41,0.000294448132126868
12170,95,10,0.000293096932141783
11466,89,74,0.00029276859731883
12163,95,3,0.000291498130270179
12236,95,76,0.000291477849154237
9572,74,100,0.000289493079635999
7173,56,5,0.000288405338394493
11395,89,3,0.000288011735964831
2256,17,80,0.000287732733586061
6498,50,98,0.000287717659783672
750,5,110,0.000286214899567291
12257,95,97,0.000285837897896624
756,5,116,0.000285709829305415
11468,89,76,0.000285673456416013
11501,89,109,0.000285648946804856
6482,50,82,0.00028538349127187
10730,83,106,0.000285378832096586
12242,95,82,0.000283880026306286
14278,111,70,0.000283372880949536
8205,64,13,0.000283160829745015
5263,41,15,0.000282868202214995
6492,50,92,0.000281579724908943
708,5,68,0.000281453848870809
733,5,93,0.000281434429115004
648,5,8,0.000281250685336788
12217,95,57,0.000280066236843589
11448,89,56,0.000280038399250086
11440,89,48,0.000279399661556114
6408,50,8,0.000279250372183359
747,5,107,0.00027875234941351
6513,50,113,0.000277066628473582
699,5,59,0.000276829049686833
9349,73,5,0.000276108639390825
11443,89,51,0.0002729248174098
762,5,122,0.000272519155938227
10166,79,54,0.00026953383831594
724,5,84,0.000268713157869492
753,5,113,0.000268467905146981
6995,54,83,0.000267323862274733
6517,50,117,0.000266776467907966
6486,50,86,0.00026626666016534
12214,95,54,0.000266172771910458
6428,50,28,0.000265261531191473
6448,50,48,0.000265253113353775
5457,42,81,0.000264614140743402
12185,95,25,0.000262882454494371
6401,50,1,0.000262339092859153
6525,50,125,0.000262236160322838
759,5,119,0.000259104998768342
650,5,10,0.000259029433992728
11493,89,101,0.000258774275628647
12275,95,115,0.00025855427641923
11458,89,66,0.000258440616033942
11511,89,119,0.000258388112218347
11472,89,80,0.000257062948801025
6416,50,16,0.000254024226850273
3306,25,106,0.000253625730328927
6476,50,76,0.000253604039714579
6429,50,29,0.000252306087447026
6468,50,68,0.000250518295330919
6502,50,102,0.000249710143759185
696,5,56,0.000247810844658131
12278,95,118,0.00024775939796634
6422,50,22,0.000247321435489647
11408,89,16,0.000246165881713755
640,5,0,0.000245394494558757
6021,47,5,0.000243276370830291
11421,89,29,0.000241947527056022
6446,50,46,0.000240314897222692
755,5,115,0.000238013108021477
2681,20,121,0.000237353854295162
1892,14,100,0.000236427030788253
12205,95,45,0.000234986366807169
6457,50,57,0.00023470928291234
11494,89,102,0.000233706620560683
8200,64,8,0.00023218988281845
721,5,81,0.000231969022248897
6400,50,0,0.000231506158633711
14250,111,42,0.000231449269711967
716,5,76,0.000231006843823657
12186,95,26,0.000230265173593369
11457,89,65,0.000229572052752595
757,5,117,0.000228123245002948
6509,50,109,0.000227935938325985
722,5,82,0.000227100027466214
643,5,3,0.000226072933808866
11503,89,111,0.000223503496521591
685,5,45,0.000223474327735149
11473,89,81,0.00022228459362293
6501,50,101,0.000220994197832938
6496,50,96,0.000220023523264533
15571,121,83,0.000219951208165798
11420,89,28,0.000219725061977225
698,5,58,0.00021944206601964
688,5,48,0.000219267249064658
16098,125,98,0.000218202842852305
765,5,125,0.00021813976779867
6434,50,34,0.000217686535755921
9689,75,89,0.000214844830360034
6407,50,7,0.00021463285746098
746,5,106,0.000214098618412662
705,5,65,0.000213949054970773
8286,64,94,0.000213597933256936
12211,95,51,0.000213398371774395
2271,17,95,0.00021307023271511
11418,89,26,0.000212428245344259
5271,41,23,0.000212086285370055
5318,41,70,0.000211272417499233
6459,50,59,0.000210845965926182
6608,51,80,0.000210731757402625
16070,125,70,0.000209706464771017
12269,95,109,0.000209565945610562
11394,89,2,0.000209238432995012
678,5,38,0.000209187847663358
12189,95,29,0.000208950464640276
6441,50,41,0.000207056842685577
6451,50,51,0.000205358005579934
6520,50,120,0.000203495823270218
6473,50,73,0.000203447469644372
12199,95,39,0.000203276058977202
6036,47,20,0.000203258244483469
6470,50,70,0.000203022584180661
11427,89,35,0.000202292855534084
11462,89,70,0.000200583055663068
11423,89,31,0.000196463326740968
12854,100,54,0.000195965499734785
10432,81,64,0.000195964207694581
6514,50,114,0.000195587871620383
15252,119,20,0.000195268072093329
6480,50,80,0.000194534976311673
11452,89,60,0.000193523426289516
5470,42,94,0.000193240234568264
666,5,26,0.000192687280513344
11396,89,4,0.000192117020950226
13663,106,95,0.000191717976290611
15331,119,99,0.000191139494653462
12238,95,78,0.000190386430977732
11451,89,59,0.000190218074223774
10735,83,111,0.0001897853973661
669,5,29,0.000189517514363639
7499,58,75,0.000189336902804101
8718,68,14,0.000189161146183515
697,5,57,0.000187425583813869
12267,95,107,0.000185542454791742
11433,89,41,0.000185325705259204
704,5,64,0.000183193604004886
11444,89,52,0.000181627298902069
6455,50,55,0.000179026187053409
749,5,109,0.000177579532704103
6402,50,2,0.000177286004661213
6511,50,111,0.000176925016458539
6449,50,49,0.000172575147769051
12161,95,1,0.000172148422126866
6500,50,100,0.000170831794005443
6491,50,91,0.000170751100221743
760,5,120,0.000170539832071892
6406,50,6,0.000170535290354808
12240,95,80,0.000170078103885977
11438,89,46,0.000169191059556283
6481,50,81,0.000168780425687558
12188,95,28,0.000168260633997894
6433,50,33,0.000167082332483851
13638,106,70,0.000166856382058945
6628,51,100,0.000164568648689049
742,5,102,0.000163052028405017
12256,95,96,0.000162633485684129
11477,89,85,0.000162457768216276
737,5,97,0.000161396259306201
6524,50,124,0.00016105950664555
4463,34,111,0.000160691784172718
11505,89,113,0.000160557372838685
718,5,78,0.000159781248202936
6444,50,44,0.000159565281725067
11483,89,91,0.000159542103306848
656,5,16,0.000159383378125325
12261,95,101,0.000158876663448643
12052,94,20,0.000158040008686936
6440,50,40,0.000156970982452032
700,5,60,0.000155970238584316
732,5,92,0.000155282990653564
6412,50,12,0.000153870908167919
4417,34,65,0.000153463054143271
6436,50,36,0.000152608819804232
6506,50,106,0.00015253294180675
11456,89,64,0.000151538423223657
8106,63,42,0.000151065693119634
6519,50,119,0.000150196619894607
12228,95,68,0.000148920084172266
751,5,111,0.00014867240398028
12279,95,119,0.000148527930393743
2683,20,123,0.000146764412972394
6404,50,4,0.000146507571040773
10175,79,63,0.000143849413659434
6415,50,15,0.000142524093631179
11431,89,39,0.000142451308699642
12208,95,48,0.000141583566667553
12191,95,31,0.000140610112255071
767,5,127,0.000140349355050102
6421,50,21,0.000140158093947059
740,5,100,0.000139890798235599
10703,83,79,0.000139250455279555
15240,119,8,0.000139201984195508
710,5,70,0.000138553380012699
13666,106,98,0.000138003793092858
12179,95,19,0.000137556512265597
5487,42,111,0.000137502755562531
11498,89,106,0.000137478050187705
6458,50,58,0.000137278958537966
653,5,13,0.000137096232730821
12262,95,102,0.000136970356692687
11445,89,53,0.000136946786747132
12225,95,65,0.000136646641892284
655,5,15,0.000136619704811651
738,5,98,0.000136448763977283
736,5,96,0.000136310398217169
11512,89,120,0.000135595234387446
10468,81,100,0.000135540107338708
6512,50,112,0.000133637636866243
731,5,91,0.000133635522618635
672,5,32,0.000132710695901134
761,5,121,0.000132005163643847
12224,95,64,0.000131771382672245
665,5,25,0.000130047957649978
16080,125,80,0.000129847339043633
668,5,28,0.000128182094983315
679,5,39,0.000127415210392667
10639,83,15,0.000126906772995712
12215,95,55,0.000126277236194107
1088,8,64,0.000125014795455819
12212,95,52,0.000124953952107993
12220,95,60,0.000124763669823286
706,5,66,0.000123864370688013
1797,14,5,0.000121716843256704
675,5,35,0.00012164206153576
641,5,1,0.000120628945404264
12251,95,91,0.000118700203447634
644,5,4,0.000118438349966128
6505,50,105,0.000117377780721656
11506,89,114,0.000116961273942909
7501,58,77,0.000116342856517613
12273,95,113,0.000116332481043241
11492,89,100,0.000115898042312561
11413,89,21,0.000115066007573404
12173,95,13,0.000114198696221383
11459,89,67,0.000113132880510625
2274,17,98,0.000112942089240383
11436,89,44,0.000111960373601137
6488,50,88,0.000109338432498266
6424,50,24,0.000108208132235468
2297,17,121,0.000107963740873094
6425,50,25,0.00010746826303092
11464,89,72,0.00010728244415783
16017,125,17,0.000107183191978462
12201,95,41,0.000106989542558676
11411,89,19,0.000106935707550143
11516,89,124,0.000106903367392289
11517,89,125,0.000106780349503699
12162,95,2,0.000106549818208976
11435,89,43,0.000106543984451688
752,5,112,0.000105856305840867
6462,50,62,0.000105189025804189
11441,89,49,0.000104340546916971
7507,58,83,0.00010407728393706
11504,89,112,0.000103891190994836
11416,89,24,0.000103837630055437
12594,98,50,0.000103757327799072
15215,118,111,0.000103373200330912
6466,50,66,0.000103041067692812
11488,89,96,0.000103037622252266
11403,89,11,0.000100840997293174
6504,50,104,0.000100434043781396
11407,89,15,0.000100367640745416
6478,50,78,9.99389966192912E-05
6409,50,9,9.95002510879285E-05
11404,89,12,9.93559341123258E-05
11432,89,40,9.90373483200093E-05
11497,89,105,9.71070402540404E-05
8419,65,99,9.63364753064453E-05
12595,98,51,9.56043191903929E-05
2181,17,5,9.46166523356582E-05
1728,13,64,9.44488437199683E-05
6584,51,56,9.31488946630072E-05
12219,95,59,9.27892768060049E-05
11398,89,6,9.1899570090434E-05
12102,94,70,9.15673591468669E-05
15567,121,79,9.10525007016215E-05
11519,89,127,8.98549751954407E-05
11405,89,13,8.979283980741E-05
16083,125,83,8.90529706028622E-05
726,5,86,8.86650061668214E-05
12164,95,4,8.78085009692404E-05
12206,95,46,8.7718997820508E-05
6607,51,79,8.7322184866701E-05
2226,17,50,8.71297100289195E-05
10208,79,96,8.70875033822294E-05
5474,42,98,8.69442435304307E-05
6464,50,64,8.65228035072656E-05
12287,95,127,8.63091470406721E-05
8212,64,20,8.54716700715618E-05
14538,113,74,8.53549949257952E-05
12245,95,85,8.49151922706285E-05
6611,51,83,8.48623752331657E-05
6533,51,5,8.48196987536738E-05
7503,58,79,8.42079372930685E-05
15332,119,100,8.33160771771563E-05
14543,113,79,8.30855067297E-05
12241,95,81,8.28973778453346E-05
5331,41,83,8.27453869339702E-05
8354,65,34,8.25973896014205E-05
12851,100,51,8.24111792009956E-05
13816,107,120,8.17913131245602E-05
11447,89,55,8.15696303476036E-05
4366,34,14,8.13507274147239E-05
12233,95,73,8.08670345453276E-05
11478,89,86,8.06740115692774E-05
11513,89,121,7.98732207114367E-05
5253,41,5,7.89626064361882E-05
1943,15,23,7.8495201103919E-05
12755,99,83,7.76385784481376E-05
707,5,67,7.74475522614948E-05
9019,70,59,7.74458295412218E-05
12371,96,83,7.69961212444849E-05
16005,125,5,7.69427952214869E-05
12150,94,118,7.6613873107532E-05
12115,94,83,7.65731542647141E-05
11428,89,36,7.63835375764766E-05
11450,89,58,7.60216880136661E-05
3274,25,74,7.49090847864007E-05
642,5,2,7.4853174682993E-05
6991,54,79,7.46472313048949E-05
15476,120,116,7.45151691348711E-05
16079,125,79,7.41363272857308E-05
10365,80,125,7.36660638039176E-05
5497,42,121,7.33874529524829E-05
12203,95,43,7.32637303146901E-05
7615,59,63,7.31135404290657E-05
7483,58,59,7.24430498682422E-05
10381,81,13,7.18357518192535E-05
5396,42,20,7.18312492549034E-05
1745,13,81,7.18158230779128E-05
1089,8,65,7.16246402803361E-05
12181,95,21,7.13934042364107E-05
10638,83,14,7.13757072008783E-05
692,5,52,7.10474506833925E-05
6435,50,35,7.08767839181587E-05
9571,74,99,7.0415721328713E-05
12172,95,12,7.00983101184009E-05
6472,50,72,7.00478030922133E-05
3300,25,100,6.97836395994322E-05
661,5,21,6.96881852352111E-05
15402,120,42,6.95964895334039E-05
14222,111,14,6.95155216805698E-05
754,5,114,6.9131315906943E-05
5327,41,79,6.87634368231767E-05
6467,50,67,6.82203492570931E-05
11453,89,61,6.8080495693107E-05
741,5,101,6.79932242501829E-05
12230,95,70,6.68955773671064E-05
7448,58,24,6.65092181931382E-05
1961,15,41,6.63599679731173E-05
12367,96,79,6.63488094440758E-05
6917,54,5,6.45505635481308E-05
12096,94,64,6.44822420282104E-05
12677,99,5,6.41741100157327E-05
12194,95,34,6.40999155857905E-05
12751,99,79,6.40930247046982E-05
14469,113,5,6.40810831209872E-05
12111,94,79,6.36665731316477E-05
671,5,31,6.28446397977285E-05
12037,94,5,6.27410808176773E-05
646,5,6,6.27279646519619E-05
8271,64,79,6.26325494404742E-05
15869,123,125,6.25830603853571E-05
728,5,88,6.20276788609611E-05
12272,95,112,6.20161679573184E-05
12196,95,36,6.18321892627018E-05
10192,79,80,6.08940506158177E-05
7429,58,5,5.97789807663432E-05
12209,95,49,5.97395931164636E-05
652,5,12,5.95329449891628E-05
5381,42,5,5.94421498002256E-05
2255,17,79,5.93894110682297E-05
11414,89,22,5.91363669517566E-05
12193,95,33,5.89774851592999E-05
12284,95,124,5.84460651077929E-05
12258,95,98,5.83276672417532E-05
12293,96,5,5.8265492700989E-05
701,5,61,5.80261911939669E-05
11417,89,25,5.78765494466112E-05
695,5,55,5.76399886309326E-05
12200,95,40,5.74893289125064E-05
676,5,36,5.72306076496789E-05
1118,8,94,5.68879037735395E-05
8197,64,5,5.68212266684252E-05
6635,51,107,5.59896617620702E-05
3295,25,95,5.58074057877267E-05
693,5,53,5.57635547262305E-05
5343,41,95,5.54829079326549E-05
12248,95,88,5.50135449637117E-05
12222,95,62,5.49738832446978E-05
4367,34,15,5.46102718088807E-05
2259,17,83,5.45018970426116E-05
12561,98,17,5.42580146657725E-05
12264,95,104,5.41533594091838E-05
12171,95,11,5.41011688154567E-05
662,5,22,5.40530501060113E-05
8399,65,79,5.37630458091343E-05
725,5,85,5.37262813923977E-05
11425,89,33,5.35535395322895E-05
712,5,72,5.33907424664849E-05
12351,96,63,5.33615345273098E-05
6547,51,19,5.32697996727691E-05
12195,95,35,5.27575253079332E-05
6526,50,126,5.27017718154595E-05
11490,89,98,5.23185840129031E-05
8145,63,81,5.19436965898441E-05
1044,8,20,5.16541229730354E-05
683,5,43,5.15231179268155E-05
7632,59,80,5.12758292621638E-05
11480,89,88,5.12604813906401E-05
11496,89,104,5.10105303401118E-05
11426,89,34,5.08199348335373E-05
10719,83,95,5.08063879877537E-05
2666,20,106,5.07516524663504E-05
8313,64,121,5.03845564372537E-05
6411,50,11,4.99646825234277E-05
686,5,46,4.97702892017058E-05
4357,34,5,4.96018541422802E-05
11518,89,126,4.94279768529011E-05
684,5,44,4.93047632006436E-05
745,5,105,4.9083824325623E-05
10127,79,15,4.89767807522921E-05
11454,89,62,4.89758019339552E-05
673,5,33,4.88973007033303E-05
680,5,40,4.87753007858105E-05
14547,113,83,4.87612841072252E-05
766,5,126,4.87523181312585E-05
12176,95,16,4.87108553865045E-05
12167,95,7,4.8701654494137E-05
659,5,19,4.86323150031462E-05
6649,51,121,4.85259370262844E-05
647,5,7,4.85207297127318E-05
6432,50,32,4.8391447386785E-05
11401,89,9,4.81423576963932E-05
689,5,49,4.81384815757788E-05
764,5,124,4.80971362892253E-05
1988,15,68,4.78880606924488E-05
651,5,11,4.7724754641109E-05
664,5,24,4.76729164219831E-05
744,5,104,4.75362342294088E-05
702,5,62,4.74005308551715E-05
12280,95,120,4.73270803271654E-05
11399,89,7,4.69805786358786E-05
12221,95,61,4.61234078418285E-05
649,5,9,4.58917019651013E-05
15423,120,63,4.34040938907961E-05
10629,83,5,4.31400087034819E-05
8403,65,83,4.28619851430494E-05
10382,81,14,4.10463945861733E-05
12266,95,106,4.03222256277505E-05
12082,94,50,4.02412577749164E-05
9066,70,106,3.9601188888006E-05
10117,79,5,3.85925753208602E-05
2565,20,5,3.85609007594759E-05
15538,121,50,3.84313443643947E-05
12265,95,105,3.80553606647984E-05
12767,99,95,3.80528548898557E-05
12127,94,95,3.80474909653691E-05
15749,123,5,3.7979600125517E-05
12722,99,50,3.78764326728005E-05
16050,125,50,3.73989259352938E-05
13747,107,51,3.7081788794116E-05
15493,121,5,3.66336857594518E-05
2265,17,89,3.64789150040104E-05
12121,94,89,3.64215954021975E-05
14553,113,89,3.62123240417536E-05
9492,74,20,3.60467079791385E-05
8096,63,32,3.58180951683562E-05
15109,118,5,3.55631325679426E-05
7007,54,95,3.49536811186125E-05
7001,54,89,3.48958525312644E-05
14514,113,50,3.48688371451641E-05
6623,51,95,3.46522442235597E-05
5337,41,89,3.39222415078486E-05
6578,51,50,3.38088551916942E-05
12227,95,67,3.37773372412438E-05
12338,96,50,3.36648514379594E-05
5298,41,50,3.36618366774815E-05
10713,83,89,3.32834255084095E-05
6617,51,89,3.31346842739237E-05
12246,95,86,3.27967570312687E-05
1669,13,5,3.25334157458907E-05
10674,83,50,3.22762997451358E-05
5426,42,50,3.2004384011126E-05
12213,95,53,3.19571266618171E-05
12761,99,89,3.18456196768697E-05
12383,96,95,3.18388071012444E-05
8069,63,5,3.17705247340575E-05
9605,75,5,3.16390890077693E-05
15539,121,51,3.10582973593457E-05
10688,83,64,3.08096383490222E-05
12097,94,65,3.06906923447138E-05
3279,25,79,3.05091411195729E-05
13817,107,121,3.04974736049962E-05
10245,80,5,3.04125513260808E-05
10207,79,95,2.99105349774164E-05
16094,125,94,2.98535285974714E-05
8438,65,118,2.97769458507869E-05
15839,123,95,2.97171596267649E-05
13796,107,100,2.97051005848535E-05
8287,64,95,2.97045524465848E-05
8242,64,50,2.95221398613073E-05
16118,125,118,2.92426676497361E-05
12740,99,68,2.88668797138071E-05
8709,68,5,2.87143015114404E-05
12112,94,80,2.84973170625013E-05
16058,125,58,2.84315013175235E-05
7012,54,100,2.83142780334882E-05
2234,17,58,2.83054686684554E-05
13701,107,5,2.82304128783767E-05
12791,99,119,2.81774000772465E-05
7557,59,5,2.8128615771332E-05
16041,125,41,2.81283417021976E-05
12074,94,42,2.79976498778456E-05
6646,51,118,2.77941731219566E-05
12303,96,15,2.77790993195673E-05
12271,95,111,2.77437835539694E-05
1029,8,5,2.77105820359795E-05
12281,95,121,2.77078804973694E-05
12260,95,100,2.77043567513563E-05
15237,119,5,2.76668484326837E-05
16113,125,113,2.76641077413402E-05
16077,125,77,2.76439832363321E-05
10373,81,5,2.75626630088968E-05
2289,17,113,2.75077708765596E-05
5465,42,89,2.73798197435511E-05
8273,64,81,2.66981315009527E-05
16107,125,107,2.65809473696508E-05
13573,106,5,2.65276996521198E-05
15583,121,95,2.6378057904764E-05
8281,64,89,2.63370258400783E-05
12406,96,118,2.61945098902157E-05
15833,123,89,2.60832769744026E-05
16045,125,45,2.60201236153014E-05
15606,121,118,2.59297591064324E-05
6641,51,113,2.5925060778415E-05
7030,54,118,2.58812097169188E-05
2294,17,118,2.58796436075796E-05
5361,41,113,2.58465203950566E-05
7025,54,113,2.58343830476782E-05
5366,41,118,2.58326603274051E-05
8310,64,118,2.5831094218066E-05
8305,64,113,2.57791776934732E-05
12145,94,113,2.57752624201253E-05
16089,125,89,2.57552162205842E-05
15601,121,113,2.57333689953031E-05
12790,99,118,2.57324293296996E-05
12785,99,113,2.57282791399508E-05
12401,96,113,2.5691084043146E-05
6586,51,58,2.5678241946565E-05
5306,41,58,2.56771456700276E-05
16106,125,106,2.56507567276629E-05
16122,125,122,2.56447272067072E-05
12346,96,58,2.55604705242609E-05
6970,54,58,2.55557721962435E-05
13715,107,19,2.55313408905528E-05
8250,64,58,2.55283652828084E-05
16051,125,51,2.55058133083246E-05
12090,94,58,2.54304834491115E-05
12730,99,58,2.54242190117549E-05
15546,121,58,2.53944629343111E-05
15505,121,17,2.53788409936531E-05
16076,125,76,2.53533134114249E-05
16085,125,85,2.53454045592622E-05
16086,125,86,2.53141998306797E-05
16038,125,38,2.53046074109774E-05
16065,125,65,2.53044508000435E-05
16043,125,43,2.52839739204341E-05
12737,99,65,2.52826818802293E-05
6592,51,64,2.52801369525532E-05
12232,95,72,2.52571151452677E-05
16048,125,48,2.5139617792098E-05
16121,125,121,2.51364072679527E-05
16060,125,60,2.50761903638624E-05
16029,125,29,2.50326916769675E-05
16034,125,34,2.49927167360857E-05
16123,125,123,2.49511365331313E-05
14213,111,5,2.49365717162772E-05
16049,125,49,2.49245126743658E-05
16074,125,74,2.48926815020475E-05
16014,125,14,2.48726744552399E-05
4101,32,5,2.48594799840576E-05
12377,96,89,2.48372412314416E-05
16119,125,119,2.47541591309998E-05
6626,51,98,2.47336039459234E-05
16003,125,3,2.46946469761121E-05
8290,64,98,2.46583523921773E-05
16026,125,26,2.46455102955963E-05
6576,51,48,2.46189647422977E-05
16064,125,64,2.46142664142802E-05
12182,95,22,2.45829050747638E-05
16099,125,99,2.45798511615524E-05
16008,125,8,2.45326721177105E-05
16001,125,1,2.45019372219297E-05
6627,51,99,2.44817735641882E-05
16023,125,23,2.44788762619107E-05
7263,56,95,2.44611792263783E-05
16116,125,116,2.44213608964305E-05
16061,125,61,2.43900387096475E-05
16082,125,82,2.43244187283371E-05
16081,125,81,2.43057428744677E-05
16022,125,22,2.42815464851779E-05
16033,125,33,2.42541395717428E-05
15530,121,42,2.41919650309785E-05
15577,121,89,2.41321788069565E-05
9183,71,95,2.41055549481909E-05
16124,125,124,2.40997603436361E-05
16020,125,20,2.4054852158336E-05
16063,125,63,2.40365678318014E-05
12742,99,70,2.40331615439888E-05
16039,125,39,2.39844946962747E-05
16075,125,75,2.39318734224793E-05
16013,125,13,2.39099087389977E-05
15582,121,94,2.38958137549453E-05
2654,20,94,2.38786257049482E-05
16030,125,30,2.38480865728348E-05
13775,107,79,2.37893574726166E-05
6653,51,125,2.37184518722866E-05
1925,15,5,2.37124615040644E-05
12805,100,5,2.36940597193294E-05
16056,125,56,2.36908883479176E-05
5369,41,121,2.36790250696735E-05
16114,125,114,2.36370141866509E-05
6573,51,45,2.35868595350646E-05
16105,125,105,2.35865463131968E-05
15552,121,64,2.35624282293739E-05
3205,25,5,2.35284828094478E-05
12153,94,121,2.35163846148029E-05
6622,51,94,2.34890560068347E-05
